,songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
456,Lyla,Oasis,spotify:track:1XYLtiNehOF8D5NmlQknpI,0.401,0.951,11,-2.57,1,0.0483,0.00014,0.000117,0.147,0.332,120.879,audio_features,1XYLtiNehOF8D5NmlQknpI,spotify:track:1XYLtiNehOF8D5NmlQknpI,https://api.spotify.com/v1/tracks/1XYLtiNehOF8D5NmlQknpI,https://api.spotify.com/v1/audio-analysis/1XYLtiNehOF8D5NmlQknpI,310440,4
457,Redbone,Childish Gambino,spotify:track:0wXuerDYiBnERgIpbb3JBR,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,audio_features,0wXuerDYiBnERgIpbb3JBR,spotify:track:0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,326933,4
458,Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033,audio_features,6HTJZ0TQJVMSKkUGzAOe2h,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,https://api.spotify.com/v1/tracks/6HTJZ0TQJVMSKkUGzAOe2h,https://api.spotify.com/v1/audio-analysis/6HTJZ0TQJVMSKkUGzAOe2h,321649,4
459,Hypnotize - 2014 Remaster,The Notorious B.I.G.,spotify:track:7KwZNVEaqikRSBSpyhXK2j,0.901,0.697,9,-3.439,1,0.28,0.145,0,0.287,0.67,93.941,audio_features,7KwZNVEaqikRSBSpyhXK2j,spotify:track:7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,https://api.spotify.com/v1/audio-analysis/7KwZNVEaqikRSBSpyhXK2j,229827,4
460,Welcome to Paradise,Green Day,spotify:track:5kr3j5Clb9rjEposoMyLVt,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,audio_features,5kr3j5Clb9rjEposoMyLVt,spotify:track:5kr3j5Clb9rjEposoMyLVt,https://api.spotify.com/v1/tracks/5kr3j5Clb9rjEposoMyLVt,https://api.spotify.com/v1/audio-analysis/5kr3j5Clb9rjEposoMyLVt,224133,4
461,BURN IT DOWN,Linkin Park,spotify:track:7oVEtyuv9NBmnytsCIsY5I,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,audio_features,7oVEtyuv9NBmnytsCIsY5I,spotify:track:7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/tracks/7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/audio-analysis/7oVEtyuv9NBmnytsCIsY5I,230253,4
462,Dreaming,Smallpools,spotify:track:3c7vquF4xacCmFrxztLUVH,0.624,0.878,8,-2.934,1,0.0514,0.000457,0,0.0656,0.878,119.106,audio_features,3c7vquF4xacCmFrxztLUVH,spotify:track:3c7vquF4xacCmFrxztLUVH,https://api.spotify.com/v1/tracks/3c7vquF4xacCmFrxztLUVH,https://api.spotify.com/v1/audio-analysis/3c7vquF4xacCmFrxztLUVH,216560,4
463,One More Light,Linkin Park,spotify:track:3xXBsjrbG1xQIm1xv1cKOt,0.593,0.2,8,-11.063,1,0.0311,0.904,0,0.0897,0.17,83.966,audio_features,3xXBsjrbG1xQIm1xv1cKOt,spotify:track:3xXBsjrbG1xQIm1xv1cKOt,https://api.spotify.com/v1/tracks/3xXBsjrbG1xQIm1xv1cKOt,https://api.spotify.com/v1/audio-analysis/3xXBsjrbG1xQIm1xv1cKOt,255067,4
464,Kathleen,Catfish and the Bottlemen,spotify:track:1MHYAqWWdDRePmnqORynrq,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,audio_features,1MHYAqWWdDRePmnqORynrq,spotify:track:1MHYAqWWdDRePmnqORynrq,https://api.spotify.com/v1/tracks/1MHYAqWWdDRePmnqORynrq,https://api.spotify.com/v1/audio-analysis/1MHYAqWWdDRePmnqORynrq,160886,4
465,Man Don't Care,Jme,spotify:track:04tGB3iBg3EFjmHt7XmOoO,0.678,0.922,4,-5.311,1,0.219,0.329,0,0.0925,0.349,140.066,audio_features,04tGB3iBg3EFjmHt7XmOoO,spotify:track:04tGB3iBg3EFjmHt7XmOoO,https://api.spotify.com/v1/tracks/04tGB3iBg3EFjmHt7XmOoO,https://api.spotify.com/v1/audio-analysis/04tGB3iBg3EFjmHt7XmOoO,213251,4
466,Songbird,Oasis,spotify:track:2tBxJ43XiwEzhf7Xalc5UG,0.491,0.561,2,-6.396,1,0.0279,0.274,2.16e-06,0.23,0.543,134.881,audio_features,2tBxJ43XiwEzhf7Xalc5UG,spotify:track:2tBxJ43XiwEzhf7Xalc5UG,https://api.spotify.com/v1/tracks/2tBxJ43XiwEzhf7Xalc5UG,https://api.spotify.com/v1/audio-analysis/2tBxJ43XiwEzhf7Xalc5UG,127600,4
467,Crack A Bottle,Eminem,spotify:track:5Zi5RHFI0tWKkzoiob2OtU,0.604,0.812,9,-4.463,1,0.144,0.0872,0,0.255,0.362,81.563,audio_features,5Zi5RHFI0tWKkzoiob2OtU,spotify:track:5Zi5RHFI0tWKkzoiob2OtU,https://api.spotify.com/v1/tracks/5Zi5RHFI0tWKkzoiob2OtU,https://api.spotify.com/v1/audio-analysis/5Zi5RHFI0tWKkzoiob2OtU,314560,4
468,Someday,The Strokes,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,audio_features,56NkIxSZZiMpFP5ZNSxtnT,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/tracks/56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/audio-analysis/56NkIxSZZiMpFP5ZNSxtnT,183391,4
469,Homesick,Catfish and the Bottlemen,spotify:track:7lnXzMcgaK7CnzaQ7wj6k0,0.699,0.6,1,-6.328,1,0.134,0.00231,0.00963,0.114,0.586,142.037,audio_features,7lnXzMcgaK7CnzaQ7wj6k0,spotify:track:7lnXzMcgaK7CnzaQ7wj6k0,https://api.spotify.com/v1/tracks/7lnXzMcgaK7CnzaQ7wj6k0,https://api.spotify.com/v1/audio-analysis/7lnXzMcgaK7CnzaQ7wj6k0,148092,4
470,Many of Horror,Biffy Clyro,spotify:track:0Au4QRVX0hwIRVv1svcqhD,0.498,0.647,1,-7.631,1,0.0358,0.00427,9.87e-06,0.146,0.257,163.87,audio_features,0Au4QRVX0hwIRVv1svcqhD,spotify:track:0Au4QRVX0hwIRVv1svcqhD,https://api.spotify.com/v1/tracks/0Au4QRVX0hwIRVv1svcqhD,https://api.spotify.com/v1/audio-analysis/0Au4QRVX0hwIRVv1svcqhD,258573,4
471,Fluorescent Adolescent,Arctic Monkeys,spotify:track:2x8evxqUlF0eRabbW2JBJd,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,2x8evxqUlF0eRabbW2JBJd,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
472,When The Sun Goes Down,Arctic Monkeys,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,audio_features,2zzLRQ78kKfPTx8FJQCdC2,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/tracks/2zzLRQ78kKfPTx8FJQCdC2,https://api.spotify.com/v1/audio-analysis/2zzLRQ78kKfPTx8FJQCdC2,202133,4
473,I Want It All,Arctic Monkeys,spotify:track:1j9rezdE3YeC7yktZXC1em,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052,audio_features,1j9rezdE3YeC7yktZXC1em,spotify:track:1j9rezdE3YeC7yktZXC1em,https://api.spotify.com/v1/tracks/1j9rezdE3YeC7yktZXC1em,https://api.spotify.com/v1/audio-analysis/1j9rezdE3YeC7yktZXC1em,185406,4
474,Fireside,Arctic Monkeys,spotify:track:4atMrAadB7dS8xn9vfk9PQ,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,audio_features,4atMrAadB7dS8xn9vfk9PQ,spotify:track:4atMrAadB7dS8xn9vfk9PQ,https://api.spotify.com/v1/tracks/4atMrAadB7dS8xn9vfk9PQ,https://api.spotify.com/v1/audio-analysis/4atMrAadB7dS8xn9vfk9PQ,181049,4
475,Run For Cover,The Killers,spotify:track:5NAiPIEzxAexFE3ucV18Q8,0.466,0.951,5,-3.314,1,0.125,0.0016,0.00242,0.351,0.499,165.107,audio_features,5NAiPIEzxAexFE3ucV18Q8,spotify:track:5NAiPIEzxAexFE3ucV18Q8,https://api.spotify.com/v1/tracks/5NAiPIEzxAexFE3ucV18Q8,https://api.spotify.com/v1/audio-analysis/5NAiPIEzxAexFE3ucV18Q8,222147,4
476,Read My Mind,The Killers,spotify:track:7cX4PJz1old9fyFI8RlfgW,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,audio_features,7cX4PJz1old9fyFI8RlfgW,spotify:track:7cX4PJz1old9fyFI8RlfgW,https://api.spotify.com/v1/tracks/7cX4PJz1old9fyFI8RlfgW,https://api.spotify.com/v1/audio-analysis/7cX4PJz1old9fyFI8RlfgW,246840,4
477,The Roller,Beady Eye,spotify:track:0xViCcHtcdQnLz841FFC8Y,0.48,0.927,6,-2.209,0,0.0416,0.000175,0.674,0.361,0.598,115.909,audio_features,0xViCcHtcdQnLz841FFC8Y,spotify:track:0xViCcHtcdQnLz841FFC8Y,https://api.spotify.com/v1/tracks/0xViCcHtcdQnLz841FFC8Y,https://api.spotify.com/v1/audio-analysis/0xViCcHtcdQnLz841FFC8Y,215014,4
478,Feel Good,Felix Jaehn,spotify:track:6ULQ6ZRc7JuVutRMy6gfgc,0.702,0.903,4,-3.921,1,0.038,0.121,0.000123,0.168,0.66,125.948,audio_features,6ULQ6ZRc7JuVutRMy6gfgc,spotify:track:6ULQ6ZRc7JuVutRMy6gfgc,https://api.spotify.com/v1/tracks/6ULQ6ZRc7JuVutRMy6gfgc,https://api.spotify.com/v1/audio-analysis/6ULQ6ZRc7JuVutRMy6gfgc,166947,4
479,Bubbles,Biffy Clyro,spotify:track:05lBXOMA1uHpVPEQZyjoh3,0.35,0.724,3,-5.888,1,0.0314,0.00203,0.00136,0.113,0.196,147.344,audio_features,05lBXOMA1uHpVPEQZyjoh3,spotify:track:05lBXOMA1uHpVPEQZyjoh3,https://api.spotify.com/v1/tracks/05lBXOMA1uHpVPEQZyjoh3,https://api.spotify.com/v1/audio-analysis/05lBXOMA1uHpVPEQZyjoh3,301080,4
480,Live for the Moment (Demo),The Sherlocks,spotify:track:29lQJl6QYH5iN6w2SaKZgm,0.233,0.946,2,-1.224,0,0.0797,0.0008,0,0.334,0.616,159.862,audio_features,29lQJl6QYH5iN6w2SaKZgm,spotify:track:29lQJl6QYH5iN6w2SaKZgm,https://api.spotify.com/v1/tracks/29lQJl6QYH5iN6w2SaKZgm,https://api.spotify.com/v1/audio-analysis/29lQJl6QYH5iN6w2SaKZgm,199210,4
481,Return of the Mack,Mark Morrison,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,audio_features,3jDdpx9PMlfMBS5tOBHFm9,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/audio-analysis/3jDdpx9PMlfMBS5tOBHFm9,213093,4
482,Congratulations,Post Malone,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,audio_features,3a1lNhkSLSkpJE4MSHpDu9,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4
483,Leave,Post Malone,spotify:track:5dI1yHSqgmilFEqpGbqxHh,0.535,0.55,4,-7.249,1,0.0229,0.246,0.000105,0.124,0.619,90.086,audio_features,5dI1yHSqgmilFEqpGbqxHh,spotify:track:5dI1yHSqgmilFEqpGbqxHh,https://api.spotify.com/v1/tracks/5dI1yHSqgmilFEqpGbqxHh,https://api.spotify.com/v1/audio-analysis/5dI1yHSqgmilFEqpGbqxHh,324853,4
484,Candy Paint,Post Malone,spotify:track:3TzZ3QGH53BZBFbxIOhphe,0.672,0.684,4,-5.468,1,0.158,0.604,0,0.081,0.428,180.008,audio_features,3TzZ3QGH53BZBFbxIOhphe,spotify:track:3TzZ3QGH53BZBFbxIOhphe,https://api.spotify.com/v1/tracks/3TzZ3QGH53BZBFbxIOhphe,https://api.spotify.com/v1/audio-analysis/3TzZ3QGH53BZBFbxIOhphe,229053,4
485,I Fall Apart,Post Malone,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
486,Deja Vu,Post Malone,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,0.62,0.69,7,-6.508,1,0.0493,0.0931,0,0.131,0.331,133.935,audio_features,0H8XeaJunhvpBdBFIYi6Sh,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,234213,4
487,Where Is The Love?,Black Eyed Peas,spotify:track:7oPnZNl1acGA7ELxsNirrR,0.834,0.699,5,-3.222,1,0.196,0.111,0,0.131,0.803,94.069,audio_features,7oPnZNl1acGA7ELxsNirrR,spotify:track:7oPnZNl1acGA7ELxsNirrR,https://api.spotify.com/v1/tracks/7oPnZNl1acGA7ELxsNirrR,https://api.spotify.com/v1/audio-analysis/7oPnZNl1acGA7ELxsNirrR,272533,4
488,How Deep Is Your Love,Calvin Harris,spotify:track:22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,audio_features,22mek4IiqubGD9ctzxc69s,spotify:track:22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/tracks/22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/audio-analysis/22mek4IiqubGD9ctzxc69s,212640,4
489,Never Forget You,MNEK,spotify:track:2I5Z2JIIQX9d5XCOLDk8wx,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,2I5Z2JIIQX9d5XCOLDk8wx,spotify:track:2I5Z2JIIQX9d5XCOLDk8wx,https://api.spotify.com/v1/tracks/2I5Z2JIIQX9d5XCOLDk8wx,https://api.spotify.com/v1/audio-analysis/2I5Z2JIIQX9d5XCOLDk8wx,213428,4
490,Want to Want Me,Jason Derulo,spotify:track:7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,audio_features,7oGZAicScQt96OAW4AruYy,spotify:track:7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,207719,4
491,Sugar (feat. Francesco Yates),Robin Schulz,spotify:track:5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0.0581,0.0185,0,0.163,0.636,123.063,audio_features,5tf1VVWniHgryyumXyJM7w,spotify:track:5tf1VVWniHgryyumXyJM7w,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,219043,4
492,One Day Like This,Elbow,spotify:track:1OZSVl0JJ1MBzibpuhmmXb,0.425,0.651,10,-6.131,1,0.0287,0.105,0,0.138,0.366,159.363,audio_features,1OZSVl0JJ1MBzibpuhmmXb,spotify:track:1OZSVl0JJ1MBzibpuhmmXb,https://api.spotify.com/v1/tracks/1OZSVl0JJ1MBzibpuhmmXb,https://api.spotify.com/v1/audio-analysis/1OZSVl0JJ1MBzibpuhmmXb,394173,4
493,Grounds for Divorce,Elbow,spotify:track:27rgTetikreqkvedaxrF5N,0.526,0.756,2,-5.083,0,0.0266,0.4,2.39e-06,0.426,0.668,91.985,audio_features,27rgTetikreqkvedaxrF5N,spotify:track:27rgTetikreqkvedaxrF5N,https://api.spotify.com/v1/tracks/27rgTetikreqkvedaxrF5N,https://api.spotify.com/v1/audio-analysis/27rgTetikreqkvedaxrF5N,219453,4
494,Underdog,Kasabian,spotify:track:3PbsDnKdrZY0ttX7VE9s5R,0.526,0.895,5,-5.407,0,0.0543,0.0603,1.3e-06,0.582,0.655,101.016,audio_features,3PbsDnKdrZY0ttX7VE9s5R,spotify:track:3PbsDnKdrZY0ttX7VE9s5R,https://api.spotify.com/v1/tracks/3PbsDnKdrZY0ttX7VE9s5R,https://api.spotify.com/v1/audio-analysis/3PbsDnKdrZY0ttX7VE9s5R,277467,4
495,Fire,Kasabian,spotify:track:0Ln5tJyLX5qusquBOtq7wf,0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,audio_features,0Ln5tJyLX5qusquBOtq7wf,spotify:track:0Ln5tJyLX5qusquBOtq7wf,https://api.spotify.com/v1/tracks/0Ln5tJyLX5qusquBOtq7wf,https://api.spotify.com/v1/audio-analysis/0Ln5tJyLX5qusquBOtq7wf,252280,4
496,Club Foot,Kasabian,spotify:track:6C0xucNj75wRdlejwWIEW1,0.238,0.919,0,-6.893,1,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,audio_features,6C0xucNj75wRdlejwWIEW1,spotify:track:6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/tracks/6C0xucNj75wRdlejwWIEW1,https://api.spotify.com/v1/audio-analysis/6C0xucNj75wRdlejwWIEW1,214373,4
497,Juicy - 2005 Remaster,The Notorious B.I.G.,spotify:track:5ByAIlEEnxYdvpnezg7HTX,0.889,0.818,9,-4.639,1,0.253,0.47,0,0.179,0.782,96.063,audio_features,5ByAIlEEnxYdvpnezg7HTX,spotify:track:5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX,https://api.spotify.com/v1/audio-analysis/5ByAIlEEnxYdvpnezg7HTX,302760,4
498,For What It's Worth,Liam Gallagher,spotify:track:2DrFBNqxtpyvFlG3qMZiya,0.489,0.835,0,-4.448,1,0.0332,0.00746,0,0.146,0.444,145.885,audio_features,2DrFBNqxtpyvFlG3qMZiya,spotify:track:2DrFBNqxtpyvFlG3qMZiya,https://api.spotify.com/v1/tracks/2DrFBNqxtpyvFlG3qMZiya,https://api.spotify.com/v1/audio-analysis/2DrFBNqxtpyvFlG3qMZiya,251631,4
499,Not Nineteen Forever,Courteeners,spotify:track:19CIsQ1HElu4XHdLCMlSqu,0.402,0.92,2,-2.944,1,0.0408,0.000174,0,0.0807,0.297,139.793,audio_features,19CIsQ1HElu4XHdLCMlSqu,spotify:track:19CIsQ1HElu4XHdLCMlSqu,https://api.spotify.com/v1/tracks/19CIsQ1HElu4XHdLCMlSqu,https://api.spotify.com/v1/audio-analysis/19CIsQ1HElu4XHdLCMlSqu,243973,4
500,Crawling,Linkin Park,spotify:track:57BrRMwf9LrcmuOsyGilwr,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,audio_features,57BrRMwf9LrcmuOsyGilwr,spotify:track:57BrRMwf9LrcmuOsyGilwr,https://api.spotify.com/v1/tracks/57BrRMwf9LrcmuOsyGilwr,https://api.spotify.com/v1/audio-analysis/57BrRMwf9LrcmuOsyGilwr,208960,4
501,Ruby,Kaiser Chiefs,spotify:track:2fAIfPLrPUTW1AmJRR428Q,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85e-06,0.0774,0.448,93.416,audio_features,2fAIfPLrPUTW1AmJRR428Q,spotify:track:2fAIfPLrPUTW1AmJRR428Q,https://api.spotify.com/v1/tracks/2fAIfPLrPUTW1AmJRR428Q,https://api.spotify.com/v1/audio-analysis/2fAIfPLrPUTW1AmJRR428Q,204200,4
502,"Sugar, We're Goin Down",Fall Out Boy,spotify:track:2TfSHkHiFO4gRztVIkggkE,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4
503,Still D.R.E.,Dr. Dre,spotify:track:503OTo2dSqe7qk76rgsbep,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,audio_features,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,270587,4
504,Everyday I Love You Less And Less,Kaiser Chiefs,spotify:track:3gwoBbif2CNBUfTB75Zs57,0.49,0.955,1,-3.339,0,0.0603,0.00855,0,0.281,0.502,160.051,audio_features,3gwoBbif2CNBUfTB75Zs57,spotify:track:3gwoBbif2CNBUfTB75Zs57,https://api.spotify.com/v1/tracks/3gwoBbif2CNBUfTB75Zs57,https://api.spotify.com/v1/audio-analysis/3gwoBbif2CNBUfTB75Zs57,218560,4
505,Bitter Sweet Symphony,The Verve,spotify:track:57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,audio_features,57iDDD9N9tTWe75x6qhStw,spotify:track:57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw,357267,4
506,Love Is Noise,The Verve,spotify:track:0P6YJv6QXReDChZBbpvFmF,0.419,0.863,7,-4.155,1,0.0412,0.000484,0,0.388,0.314,123.009,audio_features,0P6YJv6QXReDChZBbpvFmF,spotify:track:0P6YJv6QXReDChZBbpvFmF,https://api.spotify.com/v1/tracks/0P6YJv6QXReDChZBbpvFmF,https://api.spotify.com/v1/audio-analysis/0P6YJv6QXReDChZBbpvFmF,327748,4
507,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,spotify:track:7LJkGyL4vVrtn1mho7BmtA,0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,audio_features,7LJkGyL4vVrtn1mho7BmtA,spotify:track:7LJkGyL4vVrtn1mho7BmtA,https://api.spotify.com/v1/tracks/7LJkGyL4vVrtn1mho7BmtA,https://api.spotify.com/v1/audio-analysis/7LJkGyL4vVrtn1mho7BmtA,225850,4
508,Hard Times,Paramore,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,audio_features,0w5Bdu51Ka25Pf3hojsKHh,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/tracks/0w5Bdu51Ka25Pf3hojsKHh,https://api.spotify.com/v1/audio-analysis/0w5Bdu51Ka25Pf3hojsKHh,182693,4
509,Old Yellow Bricks,Arctic Monkeys,spotify:track:5KGbRvZyVyKP2AEJMHErB4,0.66,0.837,0,-4.315,1,0.0682,0.000147,6.62e-06,0.0788,0.757,135.158,audio_features,5KGbRvZyVyKP2AEJMHErB4,spotify:track:5KGbRvZyVyKP2AEJMHErB4,https://api.spotify.com/v1/tracks/5KGbRvZyVyKP2AEJMHErB4,https://api.spotify.com/v1/audio-analysis/5KGbRvZyVyKP2AEJMHErB4,193227,4
510,Forgot About Dre,Dr. Dre,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8,-1.299,1,0.0774,0.0827,0,0.163,0.621,133.974,audio_features,7iXF2W9vKmDoGAhlHdpyIa,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/tracks/7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/audio-analysis/7iXF2W9vKmDoGAhlHdpyIa,222293,4
511,The Next Episode,Dr. Dre,spotify:track:4LwU4Vp6od3Sb08CsP99GC,0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,audio_features,4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,161507,4
512,What's The Difference,Dr. Dre,spotify:track:1SWVDBtw6h3tm9OehOkDhv,0.772,0.821,11,-0.14,0,0.25,0.223,0,0.148,0.77,91.921,audio_features,1SWVDBtw6h3tm9OehOkDhv,spotify:track:1SWVDBtw6h3tm9OehOkDhv,https://api.spotify.com/v1/tracks/1SWVDBtw6h3tm9OehOkDhv,https://api.spotify.com/v1/audio-analysis/1SWVDBtw6h3tm9OehOkDhv,244200,4
513,No Option,Post Malone,spotify:track:6M0IsaUX4GNyto4niSegfI,0.575,0.734,2,-4.949,1,0.057,0.0757,0,0.241,0.494,83.986,audio_features,6M0IsaUX4GNyto4niSegfI,spotify:track:6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/tracks/6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/audio-analysis/6M0IsaUX4GNyto4niSegfI,179827,4
514,More Than You Know,Axwell /\ Ingrosso,spotify:track:6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,audio_features,6h5PAsRni4IRlxWr6uDPTP,spotify:track:6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP,https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP,203000,4
515,Mustard,Don Strapzy,spotify:track:462T3dIJCCg9ns5WzbnMX6,0.729,0.751,9,-5.373,1,0.208,0.000924,3.45e-05,0.373,0.136,87.566,audio_features,462T3dIJCCg9ns5WzbnMX6,spotify:track:462T3dIJCCg9ns5WzbnMX6,https://api.spotify.com/v1/tracks/462T3dIJCCg9ns5WzbnMX6,https://api.spotify.com/v1/audio-analysis/462T3dIJCCg9ns5WzbnMX6,216707,4
516,Ha Ha,Don Strapzy,spotify:track:579xqAwBssBF1n6QY2ldy8,0.499,0.928,1,-3.41,0,0.753,0.0639,0.0091,0.134,0.393,132.362,audio_features,579xqAwBssBF1n6QY2ldy8,spotify:track:579xqAwBssBF1n6QY2ldy8,https://api.spotify.com/v1/tracks/579xqAwBssBF1n6QY2ldy8,https://api.spotify.com/v1/audio-analysis/579xqAwBssBF1n6QY2ldy8,214545,5
